comment,case_folding,remove_emoji,cleaning_text,replace_3_or_more,tokenize,word_normalization,stemming,stopwords,Sentiments,Label
"@BPJSKesehatanRI malam kak, jika kita mau ubah bpjs pbi ke mandiri, apakah ada masa tunggunya sampai bpjs bisa kita gunakan?","@bpjskesehatanri malam kak, jika kita mau ubah bpjs pbi ke mandiri, apakah ada masa tunggunya sampai bpjs bisa kita gunakan?","@bpjskesehatanri malam kak, jika kita mau ubah bpjs pbi ke mandiri, apakah ada masa tunggunya sampai bpjs bisa kita gunakan?",  malam kak  jika kita mau ubah bpjs pbi ke mandiri  apakah ada masa tunggunya sampai bpjs bisa kita gunakan , malam kak jika kita mau ubah bpjs pbi ke mandiri apakah ada masa tungunya sampai bpjs bisa kita gunakan ,"['malam', 'kak', 'jika', 'kita', 'mau', 'ubah', 'bpjs', 'pbi', 'ke', 'mandiri', 'apakah', 'ada', 'masa', 'tungunya', 'sampai', 'bpjs', 'bisa', 'kita', 'gunakan']",malam kakak jika kita mau ubah bpjs pbi ke mandiri apakah ada masa tungunya sampai bpjs bisa kita gunakan,malam kakak jika kita mau ubah bpjs pbi ke mandiri apakah ada masa tunggu sampai bpjs bisa kita guna,malam kakak mau ubah bpjs pbi mandiri masa tunggu bpjs,0,netral
@wkobaint Salam Sehat Sahabat. Mohon maaf atas ketidaknyamanannya. Rujukan harus dilakukan berdasarkan indikasi medis yang jelas dari dokter dan sebagai bentuk penanganan penyakit yang diderita peserta. Terima kasih :) -rein,@wkobaint salam sehat sahabat. mohon maaf atas ketidaknyamanannya. rujukan harus dilakukan berdasarkan indikasi medis yang jelas dari dokter dan sebagai bentuk penanganan penyakit yang diderita peserta. terima kasih :) -rein,@wkobaint salam sehat sahabat. mohon maaf atas ketidaknyamanannya. rujukan harus dilakukan berdasarkan indikasi medis yang jelas dari dokter dan sebagai bentuk penanganan penyakit yang diderita peserta. terima kasih :) -rein,  salam sehat sahabat  mohon maaf atas ketidaknyamanannya  rujukan harus dilakukan berdasarkan indikasi medis yang jelas dari dokter dan sebagai bentuk penanganan penyakit yang diderita peserta  terima kasih     rein, salam sehat sahabat mohon maf atas ketidaknyamananya rujukan harus dilakukan berdasarkan indikasi medis yang jelas dari dokter dan sebagai bentuk penanganan penyakit yang diderita peserta terima kasih rein,"['salam', 'sehat', 'sahabat', 'mohon', 'maf', 'atas', 'ketidaknyamananya', 'rujukan', 'harus', 'dilakukan', 'berdasarkan', 'indikasi', 'medis', 'yang', 'jelas', 'dari', 'dokter', 'dan', 'sebagai', 'bentuk', 'penanganan', 'penyakit', 'yang', 'diderita', 'peserta', 'terima', 'kasih', 'rein']",salam sehat sahabat mohon maaf atas ketidaknyamananya rujukan harus dilakukan berdasarkan indikasi medis yang jelas dari dokter dan sebagai bentuk penanganan penyakit yang diderita peserta terima kasih rein,salam sehat sahabat mohon maaf atas ketidaknyamananya rujuk harus laku dasar indikasi medis yang jelas dari dokter dan bagai bentuk tangan sakit yang derita serta terima kasih rein,salam sehat sahabat mohon maaf atas ketidaknyamananya rujuk laku dasar indikasi medis jelas dokter bagai bentuk tangan sakit derita terima kasih rein,0,netral
@TGIAmHot Kak Cha asuransi kesehatan ada sendiri atau cuma BPJS kak? Terus kakak apakah akan berencana bikin asuransi pendidikan buat si kecil?,@tgiamhot kak cha asuransi kesehatan ada sendiri atau cuma bpjs kak? terus kakak apakah akan berencana bikin asuransi pendidikan buat si kecil?,@tgiamhot kak cha asuransi kesehatan ada sendiri atau cuma bpjs kak? terus kakak apakah akan berencana bikin asuransi pendidikan buat si kecil?,  kak cha asuransi kesehatan ada sendiri atau cuma bpjs kak  terus kakak apakah akan berencana bikin asuransi pendidikan buat si kecil , kak cha asuransi kesehatan ada sendiri atau cuma bpjs kak terus kakak apakah akan berencana bikin asuransi pendidikan buat si kecil ,"['kak', 'cha', 'asuransi', 'kesehatan', 'ada', 'sendiri', 'atau', 'cuma', 'bpjs', 'kak', 'terus', 'kakak', 'apakah', 'akan', 'berencana', 'bikin', 'asuransi', 'pendidikan', 'buat', 'si', 'kecil']",kakak cha asuransi kesehatan ada sendiri atau hanya bpjs kakak terus kakak apakah akan berencana membuat asuransi pendidikan untuk si kecil,kakak cha asuransi sehat ada sendiri atau hanya bpjs kakak terus kakak apakah akan rencana untuk asuransi didik untuk si kecil,kakak cha asuransi sehat sendiri bpjs kakak terus kakak rencana asuransi didik si kecil,0,netral
"@BPJSKesehatanRI Tidak bisa lewat aplikasi yach, Min..?? Kalau dateng langsung ke kantor BPJS Kesehatan bisa, Min..?? Untuk Tanjung Priok kantor terdekat dimana yach..?? https://t.co/QxQnJbPQDP","@bpjskesehatanri tidak bisa lewat aplikasi yach, min..?? kalau dateng langsung ke kantor bpjs kesehatan bisa, min..?? untuk tanjung priok kantor terdekat dimana yach..?? https://t.co/qxqnjbpqdp","@bpjskesehatanri tidak bisa lewat aplikasi yach, min..?? kalau dateng langsung ke kantor bpjs kesehatan bisa, min..?? untuk tanjung priok kantor terdekat dimana yach..?? https://t.co/qxqnjbpqdp",  tidak bisa lewat aplikasi yach  min     kalau dateng langsung ke kantor bpjs kesehatan bisa  min     untuk tanjung priok kantor terdekat dimana yach     , tidak bisa lewat aplikasi yach min kalau dateng langsung ke kantor bpjs kesehatan bisa min untuk tanjung priok kantor terdekat dimana yach ,"['tidak', 'bisa', 'lewat', 'aplikasi', 'yach', 'min', 'kalau', 'dateng', 'langsung', 'ke', 'kantor', 'bpjs', 'kesehatan', 'bisa', 'min', 'untuk', 'tanjung', 'priok', 'kantor', 'terdekat', 'dimana', 'yach']",tidak bisa lewat aplikasi iya admin kalau datang langsung ke kantor bpjs kesehatan bisa admin untuk tanjung priok kantor terdekat dimana iya,tidak bisa lewat aplikasi iya admin kalau datang langsung ke kantor bpjs sehat bisa admin untuk tanjung priok kantor dekat mana iya,lewat aplikasi iya admin kalau datang langsung kantor bpjs sehat admin tanjung priok kantor dekat mana iya,0,netral
"@worksfess kalo BPJS KESEHATAN :
Perhitungan iuran BPJS Kesehatan perusahaan
Dalam hitung-hitungan BPJS perusahaan, ada beberapa hal yang perlu diperhatikan.

Iuran BPJS Kesehatan Perusahaan sebesar 5 persen dari nominal gaji: 4 persen dari perusahaan dan","@worksfess kalo bpjs kesehatan :
perhitungan iuran bpjs kesehatan perusahaan
dalam hitung-hitungan bpjs perusahaan, ada beberapa hal yang perlu diperhatikan.

iuran bpjs kesehatan perusahaan sebesar 5 persen dari nominal gaji: 4 persen dari perusahaan dan","@worksfess kalo bpjs kesehatan :
perhitungan iuran bpjs kesehatan perusahaan
dalam hitung-hitungan bpjs perusahaan, ada beberapa hal yang perlu diperhatikan.

iuran bpjs kesehatan perusahaan sebesar 5 persen dari nominal gaji: 4 persen dari perusahaan dan",  kalo bpjs kesehatan   perhitungan iuran bpjs kesehatan perusahaan dalam hitung hitungan bpjs perusahaan  ada beberapa hal yang perlu diperhatikan   iuran bpjs kesehatan perusahaan sebesar   persen dari nominal gaji    persen dari perusahaan dan, kalo bpjs kesehatan perhitungan iuran bpjs kesehatan perusahan dalam hitung hitungan bpjs perusahan ada beberapa hal yang perlu diperhatikan iuran bpjs kesehatan perusahan sebesar persen dari nominal gaji persen dari perusahan dan,"['kalo', 'bpjs', 'kesehatan', 'perhitungan', 'iuran', 'bpjs', 'kesehatan', 'perusahan', 'dalam', 'hitung', 'hitungan', 'bpjs', 'perusahan', 'ada', 'beberapa', 'hal', 'yang', 'perlu', 'diperhatikan', 'iuran', 'bpjs', 'kesehatan', 'perusahan', 'sebesar', 'persen', 'dari', 'nominal', 'gaji', 'persen', 'dari', 'perusahan', 'dan']",kalau bpjs kesehatan perhitungan iuran bpjs kesehatan perusahaan dalam hitung hitungan bpjs perusahaan ada beberapa hal yang perlu diperhatikan iuran bpjs kesehatan perusahaan sebesar persen dari nominal gaji persen dari perusahaan dan,kalau bpjs sehat hitung iur bpjs sehat usaha dalam hitung hitung bpjs usaha ada beberapa hal yang perlu perhati iur bpjs sehat usaha besar persen dari nominal gaji persen dari usaha dan,kalau bpjs sehat hitung iur bpjs sehat usaha hitung hitung bpjs usaha beberapa perlu perhati iur bpjs sehat usaha besar persen nominal gaji persen usaha,0,netral
Membayar iuran BPJS Kesehatan tepat waktu setiap bulannya merupakan suatu kewajiban yang perlu dipenuhi para pesertanya. https://t.co/mP0iEjFiIU,membayar iuran bpjs kesehatan tepat waktu setiap bulannya merupakan suatu kewajiban yang perlu dipenuhi para pesertanya. https://t.co/mp0iejfiiu,membayar iuran bpjs kesehatan tepat waktu setiap bulannya merupakan suatu kewajiban yang perlu dipenuhi para pesertanya. https://t.co/mp0iejfiiu,membayar iuran bpjs kesehatan tepat waktu setiap bulannya merupakan suatu kewajiban yang perlu dipenuhi para pesertanya  ,membayar iuran bpjs kesehatan tepat waktu setiap bulanya merupakan suatu kewajiban yang perlu dipenuhi para pesertanya ,"['membayar', 'iuran', 'bpjs', 'kesehatan', 'tepat', 'waktu', 'setiap', 'bulanya', 'merupakan', 'suatu', 'kewajiban', 'yang', 'perlu', 'dipenuhi', 'para', 'pesertanya']",membayar iuran bpjs kesehatan tepat waktu setiap bulanya merupakan suatu kewajiban yang perlu dipenuhi para pesertanya,bayar iur bpjs sehat tepat waktu tiap bulanya rupa suatu wajib yang perlu penuh para serta,bayar iur bpjs sehat tepat waktu tiap bulanya rupa suatu wajib perlu penuh,0,netral
"@BPJSKesehatanRI mau tanya, kalau ke 2 igd rs yg berbeda pada hari yang sama apakah bisa ya?","@bpjskesehatanri mau tanya, kalau ke 2 igd rs yg berbeda pada hari yang sama apakah bisa ya?","@bpjskesehatanri mau tanya, kalau ke 2 igd rs yg berbeda pada hari yang sama apakah bisa ya?",  mau tanya  kalau ke   igd rs yg berbeda pada hari yang sama apakah bisa ya , mau tanya kalau ke igd rs yg berbeda pada hari yang sama apakah bisa ya ,"['mau', 'tanya', 'kalau', 'ke', 'igd', 'rs', 'yg', 'berbeda', 'pada', 'hari', 'yang', 'sama', 'apakah', 'bisa', 'ya']",mau tanya kalau ke igd rumah sakit yang berbeda pada hari yang sama apakah bisa ya,mau tanya kalau ke igd rumah sakit yang beda pada hari yang sama apakah bisa ya,mau tanya kalau igd rumah sakit beda hari sama,0,netral
"@worksfess Hanya punyamu nder. Kecuali kalo kamu sudah bekeluarga, bisa masukin pasangan dan anak ke bpjs kesehatan, tetapi potongan bjs nya tetap 1 orang","@worksfess hanya punyamu nder. kecuali kalo kamu sudah bekeluarga, bisa masukin pasangan dan anak ke bpjs kesehatan, tetapi potongan bjs nya tetap 1 orang","@worksfess hanya punyamu nder. kecuali kalo kamu sudah bekeluarga, bisa masukin pasangan dan anak ke bpjs kesehatan, tetapi potongan bjs nya tetap 1 orang",  hanya punyamu nder  kecuali kalo kamu sudah bekeluarga  bisa masukin pasangan dan anak ke bpjs kesehatan  tetapi potongan bjs nya tetap   orang, hanya punyamu nder kecuali kalo kamu sudah bekeluarga bisa masukin pasangan dan anak ke bpjs kesehatan tetapi potongan bjs nya tetap orang,"['hanya', 'punyamu', 'nder', 'kecuali', 'kalo', 'kamu', 'sudah', 'bekeluarga', 'bisa', 'masukin', 'pasangan', 'dan', 'anak', 'ke', 'bpjs', 'kesehatan', 'tetapi', 'potongan', 'bjs', 'nya', 'tetap', 'orang']",hanya punyamu nder kecuali kalau kamu sudah bekeluarga bisa masukin pasangan dan anak ke bpjs kesehatan tetapi potongan bjs nya tetap orang,hanya punya nder kecuali kalau kamu sudah bekeluarga bisa masukin pasang dan anak ke bpjs sehat tetapi potong bjs nya tetap orang,punya nder kalau kamu bekeluarga masukin pasang anak bpjs sehat potong bjs tetap orang,0,netral
Sudah betul e-mail yang digunakan tapi kenapa tetep belum bisa ya?,sudah betul e-mail yang digunakan tapi kenapa tetep belum bisa ya?,sudah betul e-mail yang digunakan tapi kenapa tetep belum bisa ya?,sudah betul e mail yang digunakan tapi kenapa tetep belum bisa ya ,sudah betul e mail yang digunakan tapi kenapa tetep belum bisa ya ,"['sudah', 'betul', 'e', 'mail', 'yang', 'digunakan', 'tapi', 'kenapa', 'tetep', 'belum', 'bisa', 'ya']",sudah betul e mail yang digunakan tapi kenapa tetap belum bisa ya,sudah betul e mail yang guna tapi kenapa tetap belum bisa ya,betul e mail tetap,0,netral
"@diyut29 Salam Sehat Sahabat. Perubahan email dapat dilakukan secara mandiri melalui aplikasi mobile JKN. Silakan pilih menu lainnya di Mobile JKN, kemudian pilih menu perubahan data peserta, pilih menu email untuk merubah email. Terima Kasih. :)- esco","@diyut29 salam sehat sahabat. perubahan email dapat dilakukan secara mandiri melalui aplikasi mobile jkn. silakan pilih menu lainnya di mobile jkn, kemudian pilih menu perubahan data peserta, pilih menu email untuk merubah email. terima kasih. :)- esco","@diyut29 salam sehat sahabat. perubahan email dapat dilakukan secara mandiri melalui aplikasi mobile jkn. silakan pilih menu lainnya di mobile jkn, kemudian pilih menu perubahan data peserta, pilih menu email untuk merubah email. terima kasih. :)- esco",  salam sehat sahabat  perubahan email dapat dilakukan secara mandiri melalui aplikasi mobile jkn  silakan pilih menu lainnya di mobile jkn  kemudian pilih menu perubahan data peserta  pilih menu email untuk merubah email  terima kasih      esco, salam sehat sahabat perubahan email dapat dilakukan secara mandiri melalui aplikasi mobile jkn silakan pilih menu lainya di mobile jkn kemudian pilih menu perubahan data peserta pilih menu email untuk merubah email terima kasih esco,"['salam', 'sehat', 'sahabat', 'perubahan', 'email', 'dapat', 'dilakukan', 'secara', 'mandiri', 'melalui', 'aplikasi', 'mobile', 'jkn', 'silakan', 'pilih', 'menu', 'lainya', 'di', 'mobile', 'jkn', 'kemudian', 'pilih', 'menu', 'perubahan', 'data', 'peserta', 'pilih', 'menu', 'email', 'untuk', 'merubah', 'email', 'terima', 'kasih', 'esco']",salam sehat sahabat perubahan email dapat dilakukan secara mandiri melalui aplikasi mobile jkn silakan pilih menu lainnya di mobile jkn kemudian pilih menu perubahan data peserta pilih menu email untuk merubah email terima kasih esco,salam sehat sahabat ubah email dapat laku cara mandiri lalu aplikasi mobile jkn sila pilih menu lain di mobile jkn kemudian pilih menu ubah data serta pilih menu email untuk rubah email terima kasih esco,salam sehat sahabat ubah email laku cara mandiri lalu aplikasi mobile jkn sila pilih menu mobile jkn kemudian pilih menu ubah data pilih menu email rubah email terima kasih esco,0,netral
Kenapa ya pas aku mau cetak BPJS di jkn mobile e-mail nya belum sesuai format padahal udah betul pas liat di yt banyak jg yang ngalami. Gimana solusinya @BPJSKesehatanRI,kenapa ya pas aku mau cetak bpjs di jkn mobile e-mail nya belum sesuai format padahal udah betul pas liat di yt banyak jg yang ngalami. gimana solusinya @bpjskesehatanri,kenapa ya pas aku mau cetak bpjs di jkn mobile e-mail nya belum sesuai format padahal udah betul pas liat di yt banyak jg yang ngalami. gimana solusinya @bpjskesehatanri,kenapa ya pas aku mau cetak bpjs di jkn mobile e mail nya belum sesuai format padahal udah betul pas liat di yt banyak jg yang ngalami  gimana solusinya  ,kenapa ya pas aku mau cetak bpjs di jkn mobile e mail nya belum sesuai format padahal udah betul pas liat di yt banyak jg yang ngalami gimana solusinya ,"['kenapa', 'ya', 'pas', 'aku', 'mau', 'cetak', 'bpjs', 'di', 'jkn', 'mobile', 'e', 'mail', 'nya', 'belum', 'sesuai', 'format', 'padahal', 'udah', 'betul', 'pas', 'liat', 'di', 'yt', 'banyak', 'jg', 'yang', 'ngalami', 'gimana', 'solusinya']",kenapa ya pas aku mau cetak bpjs di jkn mobile e mail nya belum sesuai format padahal sudah betul pas lihat di youtube banyak juga yang ngalami gimana solusinya,kenapa ya pas aku mau cetak bpjs di jkn mobile e mail nya belum sesuai format padahal sudah betul pas lihat di youtube banyak juga yang ngalami gimana solusi,aku mau cetak bpjs jkn mobile e mail sesuai format padahal betul lihat youtube banyak ngalami gimana solusi,0,netral
"@BPJSKesehatanRI Selamat soreh ,admin tlng mau cek keaktifan BPJS kesehatan","@bpjskesehatanri selamat soreh ,admin tlng mau cek keaktifan bpjs kesehatan","@bpjskesehatanri selamat soreh ,admin tlng mau cek keaktifan bpjs kesehatan",  selamat soreh  admin tlng mau cek keaktifan bpjs kesehatan, selamat soreh admin tlng mau cek keaktifan bpjs kesehatan,"['selamat', 'soreh', 'admin', 'tlng', 'mau', 'cek', 'keaktifan', 'bpjs', 'kesehatan']",selamat soreh admin tolong mau cek keaktifan bpjs kesehatan,selamat soreh admin tolong mau cek aktif bpjs sehat,selamat soreh admin mau cek aktif bpjs sehat,0,netral
Temen2 ada yg pake asuransi kesehatan selain bpjs tidak ??,temen2 ada yg pake asuransi kesehatan selain bpjs tidak ??,temen2 ada yg pake asuransi kesehatan selain bpjs tidak ??,temen  ada yg pake asuransi kesehatan selain bpjs tidak   ,temen ada yg pake asuransi kesehatan selain bpjs tidak ,"['temen', 'ada', 'yg', 'pake', 'asuransi', 'kesehatan', 'selain', 'bpjs', 'tidak']",temen ada yang pakai asuransi kesehatan selain bpjs tidak,temen ada yang pakai asuransi sehat selain bpjs tidak,temen pakai asuransi sehat bpjs,0,netral
"Halo @BPJSKesehatanRI , bagi mahasiswa perantau itu apakah harus pindah faskes 1 sesuai domisili di rantau? kalau iya, apa saja syaratnya? Atau bisa langsung saja klik di aplikasi smartphone?","halo @bpjskesehatanri , bagi mahasiswa perantau itu apakah harus pindah faskes 1 sesuai domisili di rantau? kalau iya, apa saja syaratnya? atau bisa langsung saja klik di aplikasi smartphone?","halo @bpjskesehatanri , bagi mahasiswa perantau itu apakah harus pindah faskes 1 sesuai domisili di rantau? kalau iya, apa saja syaratnya? atau bisa langsung saja klik di aplikasi smartphone?",halo     bagi mahasiswa perantau itu apakah harus pindah faskes   sesuai domisili di rantau  kalau iya  apa saja syaratnya  atau bisa langsung saja klik di aplikasi smartphone ,halo bagi mahasiswa perantau itu apakah harus pindah faskes sesuai domisili di rantau kalau iya apa saja syaratnya atau bisa langsung saja klik di aplikasi smartphone ,"['halo', 'bagi', 'mahasiswa', 'perantau', 'itu', 'apakah', 'harus', 'pindah', 'faskes', 'sesuai', 'domisili', 'di', 'rantau', 'kalau', 'iya', 'apa', 'saja', 'syaratnya', 'atau', 'bisa', 'langsung', 'saja', 'klik', 'di', 'aplikasi', 'smartphone']",halo bagi mahasiswa perantau itu apakah harus pindah faskes sesuai domisili di rantau kalau iya apa saja syaratnya atau bisa langsung saja klik di aplikasi smartphone,halo bagi mahasiswa rantau itu apakah harus pindah faskes sesuai domisili di rantau kalau iya apa saja syarat atau bisa langsung saja klik di aplikasi smartphone,halo mahasiswa rantau pindah faskes sesuai domisili rantau kalau iya apa syarat langsung klik aplikasi smartphone,0,netral
"@BPJSKesehatanRI Halo min, saya mau tanya, bagaimana alur pendaftaran bpjs kesehatan mandiri? Apakah bisa online?","@bpjskesehatanri halo min, saya mau tanya, bagaimana alur pendaftaran bpjs kesehatan mandiri? apakah bisa online?","@bpjskesehatanri halo min, saya mau tanya, bagaimana alur pendaftaran bpjs kesehatan mandiri? apakah bisa online?",  halo min  saya mau tanya  bagaimana alur pendaftaran bpjs kesehatan mandiri  apakah bisa online , halo min saya mau tanya bagaimana alur pendaftaran bpjs kesehatan mandiri apakah bisa online ,"['halo', 'min', 'saya', 'mau', 'tanya', 'bagaimana', 'alur', 'pendaftaran', 'bpjs', 'kesehatan', 'mandiri', 'apakah', 'bisa', 'online']",halo admin saya mau tanya bagaimana alur pendaftaran bpjs kesehatan mandiri apakah bisa online,halo admin saya mau tanya bagaimana alur daftar bpjs sehat mandiri apakah bisa online,halo admin mau tanya bagaimana alur daftar bpjs sehat mandiri online,0,netral
@BPJSKesehatanRI Saya baru selesai mendaftarkan bpjs orang tua saya minn,@bpjskesehatanri saya baru selesai mendaftarkan bpjs orang tua saya minn,@bpjskesehatanri saya baru selesai mendaftarkan bpjs orang tua saya minn,  saya baru selesai mendaftarkan bpjs orang tua saya minn, saya baru selesai mendaftarkan bpjs orang tua saya min,"['saya', 'baru', 'selesai', 'mendaftarkan', 'bpjs', 'orang', 'tua', 'saya', 'min']",saya baru selesai mendaftarkan bpjs orang tua saya admin,saya baru selesai daftar bpjs orang tua saya admin,baru selesai daftar bpjs orang tua admin,0,netral
@BPJSKesehatanRI saya ingin menganti nomor hp yang saya gunakan di aplikasi JKN,@bpjskesehatanri saya ingin menganti nomor hp yang saya gunakan di aplikasi jkn,@bpjskesehatanri saya ingin menganti nomor hp yang saya gunakan di aplikasi jkn,  saya ingin menganti nomor hp yang saya gunakan di aplikasi jkn, saya ingin menganti nomor hp yang saya gunakan di aplikasi jkn,"['saya', 'ingin', 'menganti', 'nomor', 'hp', 'yang', 'saya', 'gunakan', 'di', 'aplikasi', 'jkn']",saya ingin menganti nomor telepon yang saya gunakan di aplikasi jkn,saya ingin anti nomor telepon yang saya guna di aplikasi jkn,anti nomor telepon aplikasi jkn,0,netral
"@BPJSKesehatanRI  selamat siang, saya adalah peserta BPJS. saat akan mendaftar untuk dapat log in di aplikasi Mobile JKN, disebutkan nomor HP tidak sesuai, Saya memohon untuk melakukan perubahan nomor HP","@bpjskesehatanri  selamat siang, saya adalah peserta bpjs. saat akan mendaftar untuk dapat log in di aplikasi mobile jkn, disebutkan nomor hp tidak sesuai, saya memohon untuk melakukan perubahan nomor hp","@bpjskesehatanri  selamat siang, saya adalah peserta bpjs. saat akan mendaftar untuk dapat log in di aplikasi mobile jkn, disebutkan nomor hp tidak sesuai, saya memohon untuk melakukan perubahan nomor hp",   selamat siang  saya adalah peserta bpjs  saat akan mendaftar untuk dapat log in di aplikasi mobile jkn  disebutkan nomor hp tidak sesuai  saya memohon untuk melakukan perubahan nomor hp, selamat siang saya adalah peserta bpjs sat akan mendaftar untuk dapat log in di aplikasi mobile jkn disebutkan nomor hp tidak sesuai saya memohon untuk melakukan perubahan nomor hp,"['selamat', 'siang', 'saya', 'adalah', 'peserta', 'bpjs', 'sat', 'akan', 'mendaftar', 'untuk', 'dapat', 'log', 'in', 'di', 'aplikasi', 'mobile', 'jkn', 'disebutkan', 'nomor', 'hp', 'tidak', 'sesuai', 'saya', 'memohon', 'untuk', 'melakukan', 'perubahan', 'nomor', 'hp']",selamat siang saya adalah peserta bpjs saat akan mendaftar untuk dapat log in di aplikasi mobile jkn disebutkan nomor telepon tidak sesuai saya memohon untuk melakukan perubahan nomor telepon,selamat siang saya adalah serta bpjs saat akan daftar untuk dapat log in di aplikasi mobile jkn sebut nomor telepon tidak sesuai saya mohon untuk laku ubah nomor telepon,selamat siang bpjs daftar log aplikasi mobile jkn sebut nomor telepon sesuai mohon laku ubah nomor telepon,0,netral
"@BPJSKesehatanRI Admin, alamat BPJS kesehatan Jakarta timur dimana ya?","@bpjskesehatanri admin, alamat bpjs kesehatan jakarta timur dimana ya?","@bpjskesehatanri admin, alamat bpjs kesehatan jakarta timur dimana ya?",  admin  alamat bpjs kesehatan jakarta timur dimana ya , admin alamat bpjs kesehatan jakarta timur dimana ya ,"['admin', 'alamat', 'bpjs', 'kesehatan', 'jakarta', 'timur', 'dimana', 'ya']",admin alamat bpjs kesehatan jakarta timur dimana ya,admin alamat bpjs sehat jakarta timur mana ya,admin alamat bpjs sehat jakarta timur mana,0,netral
Membayar iuran BPJS Kesehatan tepat waktu setiap bulannya merupakan suatu kewajiban yang perlu dipenuhi para pesertanya. Tapi kalau tidak bayar BPJS apa yang akan terjadi?  https://t.co/KvOd97Xlaw,membayar iuran bpjs kesehatan tepat waktu setiap bulannya merupakan suatu kewajiban yang perlu dipenuhi para pesertanya. tapi kalau tidak bayar bpjs apa yang akan terjadi?  https://t.co/kvod97xlaw,membayar iuran bpjs kesehatan tepat waktu setiap bulannya merupakan suatu kewajiban yang perlu dipenuhi para pesertanya. tapi kalau tidak bayar bpjs apa yang akan terjadi?  https://t.co/kvod97xlaw,membayar iuran bpjs kesehatan tepat waktu setiap bulannya merupakan suatu kewajiban yang perlu dipenuhi para pesertanya  tapi kalau tidak bayar bpjs apa yang akan terjadi   ,membayar iuran bpjs kesehatan tepat waktu setiap bulanya merupakan suatu kewajiban yang perlu dipenuhi para pesertanya tapi kalau tidak bayar bpjs apa yang akan terjadi ,"['membayar', 'iuran', 'bpjs', 'kesehatan', 'tepat', 'waktu', 'setiap', 'bulanya', 'merupakan', 'suatu', 'kewajiban', 'yang', 'perlu', 'dipenuhi', 'para', 'pesertanya', 'tapi', 'kalau', 'tidak', 'bayar', 'bpjs', 'apa', 'yang', 'akan', 'terjadi']",membayar iuran bpjs kesehatan tepat waktu setiap bulanya merupakan suatu kewajiban yang perlu dipenuhi para pesertanya tapi kalau tidak bayar bpjs apa yang akan terjadi,bayar iur bpjs sehat tepat waktu tiap bulanya rupa suatu wajib yang perlu penuh para serta tapi kalau tidak bayar bpjs apa yang akan jadi,bayar iur bpjs sehat tepat waktu tiap bulanya rupa suatu wajib perlu penuh kalau bayar bpjs apa jadi,0,netral
Iuran BPJS Kesehatan masih belum berubah meski uji coba penghapusan kelas BPJS Kesehatan mulai dilakukan sejak 1 Juli 2022. Berikut rinciannya.  https://t.co/jAVWUeQYAM,iuran bpjs kesehatan masih belum berubah meski uji coba penghapusan kelas bpjs kesehatan mulai dilakukan sejak 1 juli 2022. berikut rinciannya.  https://t.co/javwueqyam,iuran bpjs kesehatan masih belum berubah meski uji coba penghapusan kelas bpjs kesehatan mulai dilakukan sejak 1 juli 2022. berikut rinciannya.  https://t.co/javwueqyam,iuran bpjs kesehatan masih belum berubah meski uji coba penghapusan kelas bpjs kesehatan mulai dilakukan sejak   juli       berikut rinciannya   ,iuran bpjs kesehatan masih belum berubah meski uji coba penghapusan kelas bpjs kesehatan mulai dilakukan sejak juli berikut rincianya ,"['iuran', 'bpjs', 'kesehatan', 'masih', 'belum', 'berubah', 'meski', 'uji', 'coba', 'penghapusan', 'kelas', 'bpjs', 'kesehatan', 'mulai', 'dilakukan', 'sejak', 'juli', 'berikut', 'rincianya']",iuran bpjs kesehatan masih belum berubah meski uji coba penghapusan kelas bpjs kesehatan mulai dilakukan sejak juli berikut rincianya,iur bpjs sehat masih belum ubah meski uji coba hapus kelas bpjs sehat mulai laku sejak juli ikut rincianya,iur bpjs sehat ubah meski uji coba hapus kelas bpjs sehat mulai laku sejak juli ikut rincianya,0,netral
"dibikinin BPJS Kesehatan. faskesnya gue dibuatnya di deket rumah, gue tinggalnya di kos, begimana  WKWKWKWWKWKWK","dibikinin bpjs kesehatan. faskesnya gue dibuatnya di deket rumah, gue tinggalnya di kos, begimana  wkwkwkwwkwkwk","dibikinin bpjs kesehatan. faskesnya gue dibuatnya di deket rumah, gue tinggalnya di kos, begimana  wkwkwkwwkwkwk",dibikinin bpjs kesehatan  faskesnya gue dibuatnya di deket rumah  gue tinggalnya di kos  begimana  wkwkwkwwkwkwk,dibikinin bpjs kesehatan faskesnya gue dibuatnya di deket rumah gue tingalnya di kos begimana wkwkwkwkwkwk,"['dibikinin', 'bpjs', 'kesehatan', 'faskesnya', 'gue', 'dibuatnya', 'di', 'deket', 'rumah', 'gue', 'tingalnya', 'di', 'kos', 'begimana', 'wkwkwkwkwkwk']",dibikinin bpjs kesehatan faskesnya aku dibuatnya di deket rumah aku tingalnya di kos begimana wkwkwkwkwkwk,dibikinin bpjs sehat faskesnya aku untuk di deket rumah aku tingalnya di kos begimana wkwkwkwkwkwk,dibikinin bpjs sehat faskesnya aku deket rumah aku tingalnya kos begimana wkwkwkwkwkwk,0,netral
